EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
150.67,150.67,2,2907,423.94520378112793,448118,0.5103742778301239,-0.1427378,0.0033720825,0.0,-0.030154187,36.981453
162.18,162.18,10,2917,425.7929537296295,450110,0.8564961105585098,-0.14288425,0.014420707,0.0,-0.031453736,33.221905
154.66,154.66,18,2935,427.75589513778687,452004,0.9145358726382256,-0.14300394,0.016409434,0.0,-0.045149792,20.950575
174.64,174.64,2,2937,429.5499882698059,454004,0.8077969998121262,-0.14311796,0.009217597,0.0,-0.012284813,37.42675
185.04,185.04,9,2946,431.4314064979553,455959,0.9121656566858292,-0.14327627,0.0101387,0.0,-0.017534787,20.825195
194.82,194.82,9,2955,433.4033513069153,457930,0.8762558549642563,-0.1434679,0.009739074,0.0,-0.004351033,28.13359
204.25,204.25,8,2963,435.2442135810852,459804,0.8515472263097763,-0.14394766,0.0068965983,0.0,-0.030007612,24.17681
214.43,214.43,13,2976,437.13895869255066,462798,0.840098649263382,-0.143929,0.008876433,0.0,-0.018280044,29.859968
225.37,225.37,2,2978,438.9021825790405,464798,0.19959330558776855,-0.14365858,0.007852434,0.0,-0.027865821,55.320374
245.35,245.35,2,2980,440.7106294631958,466798,0.5767512023448944,-0.14396688,0.007215762,0.0,-0.025735518,43.19779
265.33,265.33,2,2982,442.4492681026459,468798,0.6130404770374298,-0.14367008,0.025330894,0.0,-0.02595525,34.984005
285.31,285.31,2,2984,444.3262689113617,470798,0.7047882974147797,-0.14356756,0.008942159,0.0,-0.022730082,31.67369
283.89,283.89,9,2993,446.2661232948303,472596,0.43444520235061646,-0.14290911,0.056325722,0.0,-0.03098378,34.675816
237.97,237.97,27,3020,448.23589849472046,474856,0.8322672098875046,-0.1418581,0.3628403,0.0,-0.030674178,36.411003
210.69,210.69,25,3045,450.23521757125854,477027,0.7352764904499054,-0.14116484,0.2123865,0.0,-0.030586429,49.945816
173.16,173.16,28,3073,452.3758497238159,479112,0.8872926980257034,-0.14030477,0.3235275,0.0,-0.02965874,32.91465
91.74,91.74,17,3090,454.36855721473694,480768,0.9326247870922089,-0.1394169,0.021437729,0.0,-0.0033503585,20.650974
84.43,84.43,27,3117,456.3434154987335,483296,0.9490016512572765,-0.13799232,0.03918209,0.0,-0.01317029,23.886417
83.92,83.92,17,3134,458.2814431190491,484709,0.9195183217525482,-0.13718295,0.031186812,0.0,-0.021675128,19.377224
85.7,85.7,28,3162,460.30398988723755,487025,0.9376081898808479,-0.13859197,0.07950479,0.0,-0.029705085,24.369411
84.12,84.12,25,3187,462.3126428127289,489177,0.9301263689994812,-0.13991335,0.03628554,0.0,-0.04063036,26.286488
76.89,76.89,24,3211,464.4196865558624,490979,0.9366325959563255,-0.14995575,2.8340514,0.0,0.264229,27.227112
83.43,83.43,21,3232,466.35449624061584,493050,0.9468805380165577,-0.14987475,0.07204234,0.0,-0.013702593,22.138779
79.8,79.8,26,3258,468.36868381500244,495001,0.9420091137290001,-0.15420553,0.046384778,0.0,-0.04826483,22.433956
91.03,91.03,18,3276,470.313325881958,497474,0.8959884569048882,-0.15416808,0.007927935,0.0,-0.016694842,37.912933
100.55,100.55,10,3286,472.2172899246216,499231,0.8671731799840927,-0.15409894,0.0028228187,0.0,-0.010638673,31.466799
93.92,93.92,36,3322,474.2498757839203,501735,0.9214255437254906,-0.15426588,0.008448098,0.0,-0.038482357,35.84099
95.79,95.79,17,3339,476.12074971199036,503262,0.9560832194983959,-0.15438631,0.015862375,0.0,-0.004538363,15.360172
95.24,95.24,25,3364,478.080096244812,505219,0.9496900551021099,-0.15457556,0.0024883472,0.0,-0.020348584,23.535202
77.03,77.03,25,3389,480.0812406539917,507611,0.956219982355833,-0.15450187,0.0039940854,0.0,-0.011852341,19.582489
83.06,83.06,23,3412,482.50424432754517,509547,0.9566893354058266,-0.15461774,0.0051566362,0.0,-0.028492149,19.59933
72.59,72.59,39,3451,484.7079463005066,511711,0.9294131845235825,-0.15484147,0.052957315,0.0,-0.0318965,32.75237
79.35,79.35,19,3470,486.60224056243896,513997,0.9243391156196594,-0.1547043,0.0025536218,0.0,-0.01882453,32.449757
72.79,72.79,23,3493,488.54192423820496,515622,0.9613053649663925,-0.15787168,0.03792819,0.0,0.12475233,17.534433
73.68,73.68,26,3519,490.4575583934784,517503,0.9495103098452091,-0.15828843,0.0070521235,0.0,-0.0035898662,18.649714
77.54,77.54,26,3545,492.3803527355194,519459,0.9584868140518665,-0.15956883,0.006420598,0.0,0.0019877802,19.972418
75.01,75.01,28,3573,494.3240396976471,521884,0.9586890302598476,-0.15933514,0.007728561,0.0,-0.008903692,14.712871
68.52,68.52,36,3609,496.3307695388794,523899,0.9419020339846611,-0.16164546,0.021973625,0.0,0.083931096,27.023104
68.74,68.74,23,3632,498.41227531433105,525835,0.9583937451243401,-0.17066579,0.576589,0.0,0.06030788,17.975864
78.78,78.78,18,3650,500.31308460235596,528075,0.8939640745520592,-0.17085119,0.014841752,0.0,-0.00019454875,42.53556
70.82,70.82,35,3685,502.4224421977997,530132,0.9601909294724464,-0.17108935,0.0045411424,0.0,0.049327552,22.114115
77.72,77.72,26,3711,504.4031057357788,532117,0.9573529325425625,-0.17136174,0.006777485,0.0,0.014546845,19.902819
65.79,65.79,23,3734,506.4808235168457,534197,0.9214771017432213,-0.17128034,0.0015075956,0.0,-0.012869181,29.11514
73.58,73.58,26,3760,508.5065052509308,536245,0.9520505592226982,-0.17127042,0.0037180092,0.0,-0.010699752,21.976543
77.54,77.54,28,3788,510.50771832466125,538608,0.9423595033586025,-0.18031424,0.15444131,0.0,0.031042622,29.062378
77.34,77.34,31,3819,512.5391316413879,540545,0.9139382466673851,-0.18031424,0.0007891103,0.0,-0.0016173269,40.948475
75.37,75.37,18,3837,514.5237591266632,542662,0.870375007390976,-0.18031424,0.0012032785,0.0,-0.019053284,38.816097
75.72,75.72,24,3861,516.5872707366943,544149,0.9510812349617481,-0.18031424,0.0016645013,0.0,-0.010616506,20.94025
74.29,74.29,23,3884,518.6664867401123,546033,0.9405394941568375,-0.18031424,0.008137163,0.0,-0.014142707,22.769053
88.33,88.33,29,3913,520.5714433193207,548678,0.9572405144572258,-0.18031424,0.0029446124,0.0,-0.019347971,18.385353
73.57,73.57,28,3941,522.4617118835449,550715,0.9564653187990189,-0.18031424,0.0013121066,0.0,-0.010504129,20.666142
81.28,81.28,25,3966,524.4700012207031,552901,0.945986982434988,-0.18031424,0.0029078317,0.0,-0.011254496,23.394009
73.07,73.07,25,3991,526.4430952072144,554665,0.9578137397766113,-0.18031424,0.00229246,0.0,-0.016445357,20.68687
70.6,70.6,33,4024,528.5324614048004,556974,0.9287126883864403,-0.18031424,0.001163867,0.0,-0.009399515,35.577385
79.26,79.26,17,4041,530.518985748291,558641,0.9539577923715115,-0.18031424,0.00073220715,0.0,-0.009150813,13.832963
78.04,78.04,22,4063,532.471798658371,560702,0.9585383981466293,-0.18031424,0.002135124,0.0,-0.006431763,18.648088
83.91,83.91,28,4091,534.4495072364807,563056,0.9524820037186146,-0.18031454,0.004444953,0.0,-0.0013828008,24.462902
85.02,85.02,24,4115,536.5546128749847,564762,0.935596652328968,-0.18031484,0.0025308852,0.0,0.02029159,21.856432
84.94,84.94,26,4141,538.6154565811157,567135,0.9601319618523121,-0.18031484,0.009852247,0.0,-0.040252533,15.691327
80.07,80.07,18,4159,540.52894282341,568705,0.9572116062045097,-0.18031484,0.00079624465,0.0,-0.010222175,15.0614395
91.72,91.72,18,4177,542.4882683753967,571168,0.8905705511569977,-0.18031484,0.003468784,0.0,-0.028429333,26.633894
91.01,91.01,16,4193,544.3984892368317,572594,0.9116248413920403,-0.18031484,0.00086449046,0.0,-0.0069896174,20.321436
94.6,94.6,26,4219,546.5652587413788,574871,0.9580661170184612,-0.18031484,0.0009655691,0.0,-0.0038229753,20.59337
101.63,101.63,20,4239,548.4134273529053,577296,0.9585326500236988,-0.18031484,0.002357058,0.0,-0.008061795,19.005608
91.43,91.43,34,4273,550.61785364151,579308,0.9174589142203331,-0.18031554,0.0016536532,0.0,0.013461402,38.773872
72.15,72.15,31,4304,552.842045545578,581413,0.9509407132863998,-0.18031354,0.0014366861,0.0,0.013061102,25.515732
82.45,82.45,15,4319,554.8170392513275,583116,0.9545567259192467,-0.18031424,0.0009862733,0.0,-0.009577007,16.725767
66.95,66.95,44,4363,556.831901550293,585621,0.9270247370004654,-0.18031836,0.00059424015,0.0,0.0009573753,39.40366
70.37,70.37,26,4389,558.9953029155731,587735,0.9479031786322594,-0.18031888,0.0031903614,0.0,0.026143208,22.246334
69.7,69.7,16,4405,560.9299962520599,589099,0.956318773329258,-0.1803196,0.0028988647,0.0,-0.010404177,14.534689
71.09,71.09,25,4430,562.9303901195526,591483,0.9407520778477192,-0.18031688,0.0049488763,0.0,-0.012719559,23.147045
83.47,83.47,25,4455,565.0638399124146,593552,0.9514193683862686,-0.18031454,0.0012696628,0.0,0.0011091763,21.733772
75.77,75.77,38,4493,567.1674377918243,595884,0.9200085327029228,-0.18030024,0.00081669237,0.0,0.003764281,37.28512
66.73,66.73,28,4521,569.034471988678,597466,0.9442309699952602,-0.18029481,0.0012809746,0.0,0.01902741,26.889793
71.18,71.18,26,4547,570.9077637195587,599925,0.9490591883659363,-0.18029737,0.0019268587,0.0,-0.010095703,24.190516
71.28,71.28,26,4573,573.002997636795,601883,0.9561816900968552,-0.18032283,0.004518054,0.0,0.017925456,20.356737
74.42,74.42,25,4598,574.9487254619598,604014,0.9518856666982174,-0.18032221,0.0023503613,0.0,-0.0053342404,21.756926
68.65,68.65,35,4633,576.8995535373688,606050,0.9461108669638634,-0.1803246,0.001326772,0.0,0.0027768936,29.32044
70.93,70.93,29,4662,578.9476637840271,608223,0.9560655727982521,-0.18032746,0.12456634,0.0,0.09750689,24.083683
69.18,69.18,25,4687,581.0268819332123,610139,0.9509015157818794,-0.1803422,0.0036282176,0.0,0.01789864,23.765469
77.75,77.75,10,4697,583.0349168777466,611788,0.9608411937952042,-0.18036456,0.0011149262,0.0,-0.0081327995,13.098365
79.85,79.85,35,4732,585.1491045951843,614034,0.9507289901375771,-0.18036097,0.00060791615,0.0,0.0051888223,27.216072
84.0,84.0,27,4759,587.2021851539612,616147,0.9600922912359238,-0.18036634,0.0039831563,0.0,-0.004523474,19.261992
78.72,78.72,24,4783,589.2357375621796,618007,0.9630680494010448,-0.18038611,0.0030502703,0.0,0.055025678,17.42709
67.2,67.2,36,4819,591.2123003005981,620287,0.9506465680897236,-0.1804256,0.010864778,0.0,0.07410725,27.628777
63.6,63.6,32,4851,593.4057910442352,622499,0.9349636659026146,-0.18040961,0.0028038563,0.0,0.029480902,32.51924
64.14,64.14,27,4878,595.4077155590057,624416,0.9562228694558144,-0.1804624,0.006233559,0.0,0.05161793,20.859207
72.93,72.93,25,4903,597.4938280582428,626455,0.9477928020060062,-0.18043882,0.0011323509,0.0,-0.008615615,20.128187
65.32,65.32,34,4937,599.5798971652985,628328,0.9404597282409668,-0.18050385,0.0098822,0.0,0.12691638,30.79928
69.17,69.17,23,4960,601.8929314613342,630142,0.9573148526251316,-0.18048078,0.004288385,0.0,-0.009685296,18.33229
66.03,66.03,34,4994,603.9202632904053,632439,0.958432037383318,-0.18151808,0.13356121,0.0,0.12269335,19.665668
74.36,74.36,27,5021,605.9967668056488,634769,0.9530892260372639,-0.18147296,0.0013616318,0.0,-0.0045423266,21.343626
70.27,70.27,28,5049,607.9533727169037,636581,0.8504727780818939,-0.18144464,0.0063629313,0.0,0.006816229,43.222042
71.91,71.91,21,5070,609.8868644237518,638474,0.957128643989563,-0.18138933,0.0024920972,0.0,-0.006708946,14.343053
85.62,85.62,18,5088,611.8875014781952,640995,0.9146003350615501,-0.18133879,0.00084956584,0.0,0.0043357234,34.31708
88.68,88.68,17,5105,613.9323441982269,642795,0.8809255287051201,-0.18131785,0.0046688286,0.0,0.042878695,33.273064
87.13,87.13,29,5134,616.054366350174,644824,0.9505296312272549,-0.18811707,0.14819819,0.0,0.16282097,28.576376
91.32,91.32,25,5159,618.1459293365479,646831,0.9635209776461124,-0.18811841,0.00029098152,0.0,-0.0046956576,18.016129
83.78,83.78,18,5177,620.0981068611145,648567,0.9701130911707878,-0.18812007,0.0010958894,0.0,-0.012867043,11.732842
96.32,96.32,18,5195,622.0690913200378,651023,0.8891291469335556,-0.18812418,0.0042053643,0.0,-0.010270717,44.282154
92.47,92.47,24,5219,624.1135194301605,653224,0.9543658532202244,-0.18813133,0.0026258072,0.0,-0.010046303,21.673584
91.71,91.71,25,5244,626.2253139019012,655335,0.937144972383976,-0.18813033,0.000717039,0.0,-0.009632974,25.079575
87.68,87.68,26,5270,628.2845666408539,657328,0.8748620003461838,-0.1881413,0.017671123,0.0,-0.008071106,36.35724
77.6,77.6,18,5288,630.2306022644043,658776,0.964630339294672,-0.18815184,0.0013017482,0.0,-0.012531567,12.300494
79.09,79.09,26,5314,632.2787353992462,661128,0.9581104591488838,-0.18816012,0.004281551,0.0,0.010141265,21.067324
78.53,78.53,29,5343,634.2213349342346,663187,0.9321756362915039,-0.18815808,0.0014221669,0.0,0.024832983,24.90425
81.08,81.08,25,5368,636.2188656330109,665434,0.959361769258976,-0.18815345,0.006287141,0.0,0.008156223,19.209133
79.51,79.51,26,5394,638.2754108905792,667544,0.9606270007789135,-0.18815154,0.00046372798,0.0,-0.0056875898,19.553555
78.38,78.38,17,5411,640.1679043769836,668963,0.9628919549286366,-0.18815976,0.001101444,0.0,-0.011564835,12.525104
79.22,79.22,38,5449,642.0310435295105,671700,0.9481750689446926,-0.1881547,0.0021684216,0.0,0.016777623,30.530592
76.58,76.58,17,5466,643.8222122192383,673090,0.9501271396875381,-0.18813948,0.00096713036,0.0,0.027904525,15.595764
71.55,71.55,36,5502,645.6918513774872,675341,0.9442152306437492,-0.18813181,0.0055493256,0.0,0.078700416,31.713596
74.45,74.45,24,5526,647.538186788559,677813,0.9521131850779057,-0.18813658,0.0008531218,0.0,-0.0032215924,22.381907
78.31,78.31,18,5544,649.3631720542908,679526,0.9566532485187054,-0.1881504,0.0003614998,0.0,-0.0021774073,14.980597
77.65,77.65,26,5570,651.5033218860626,681731,0.9560419097542763,-0.1881723,0.00096581015,0.0,-0.0026749775,20.87414
80.04,80.04,27,5597,653.3833639621735,683340,0.9395139962434769,-0.18818803,0.0007875917,0.0,0.015290943,21.572048
73.82,73.82,36,5633,655.3619894981384,685951,0.9525177627801895,-0.18814135,0.00038108873,0.0,0.011082272,26.154613
73.03,73.03,18,5651,657.3286108970642,687514,0.945104580372572,-0.18809657,0.0004349304,0.0,-0.0022616452,19.614574
70.63,70.63,27,5678,659.3443782329559,689509,0.9591353125870228,-0.188169,0.0011796139,0.0,0.054102425,20.355999
69.22,69.22,33,5711,661.5462653636932,691795,0.9582792483270168,-0.18824005,0.007894658,0.0,0.038375188,24.7631
63.97,63.97,32,5743,663.7344813346863,693903,0.9418817982077599,-0.18836164,0.006632359,0.0,0.058328487,30.41557
71.93,71.93,24,5767,665.8812870979309,695961,0.9552168622612953,-0.18835402,0.004154887,0.0,-0.005411182,19.367071
70.01,70.01,36,5803,667.9291346073151,698109,0.9405572302639484,-0.18844227,0.002171211,0.0,0.011172868,31.508541
63.07,63.07,35,5838,669.9794692993164,700205,0.9417059421539307,-0.18854423,0.009215049,0.0,0.05013323,31.290098
58.49,58.49,26,5864,672.0652618408203,701807,0.9442821182310581,-0.18861632,0.005216439,0.0,0.02156688,25.809235
57.28,57.28,42,5906,674.1655979156494,704252,0.9460684917867184,-0.18864709,0.014717971,0.0,0.05017419,28.65958
64.11,64.11,18,5924,676.2033956050873,706188,0.9307913780212402,-0.1943254,0.43371624,0.0,0.23035465,27.54837
68.61,68.61,27,5951,678.284063577652,708252,0.965359054505825,-0.1943254,0.00015882344,0.0,-0.010717718,16.67518
74.31,74.31,27,5978,680.2904291152954,710390,0.960389006882906,-0.1943254,0.00027787333,0.0,-0.0073643248,19.34664
87.11,87.11,10,5988,682.2453899383545,712090,0.894237570464611,-0.1943254,0.00798095,0.0,-0.028100083,31.301125
87.1,87.1,27,6015,684.2189934253693,714400,0.9484457224607468,-0.1943254,0.00021036647,0.0,-0.007415729,23.55892
97.73,97.73,11,6026,686.157927274704,716641,0.925829216837883,-0.1943254,0.0017887123,0.0,-0.009845693,33.296467
98.33,98.33,26,6052,688.1231551170349,718772,0.9417207315564156,-0.1943254,0.0001955225,0.0,-0.0074002566,22.061316
100.42,100.42,18,6070,689.9265630245209,720424,0.9564010091125965,-0.1943254,0.00014856766,0.0,-0.003931485,15.390813
100.48,100.48,20,6090,691.8103220462799,722944,0.9500415623188019,-0.1943254,0.00017360924,0.0,-0.0045733647,21.541018
106.85,106.85,15,6105,693.7150509357452,724330,0.9327328354120255,-0.1943254,0.00061810634,0.0,-0.004267192,19.01091
86.39,86.39,34,6139,695.7913932800293,726745,0.950395867228508,-0.1943254,0.00062333536,0.0,-0.005833014,25.902803
69.56,69.56,44,6183,697.9110572338104,729021,0.9380031563341618,-0.1943254,0.00011688899,0.0,-0.003120822,35.111454
58.96,58.96,26,6209,699.9028794765472,731000,0.9458244517445564,-0.1943254,0.000318862,0.0,-0.0061344756,24.879536
59.79,59.79,27,6236,701.9561936855316,732721,0.9622702561318874,-0.1943254,0.00016938901,0.0,-0.0056537366,18.414314
69.21,69.21,26,6262,704.0421624183655,734842,0.9431413114070892,-0.1943254,0.0004681005,0.0,-0.0048979,23.78553
74.37,74.37,26,6288,706.1581430435181,736880,0.9537917710840702,-0.1943254,0.0012619412,0.0,-0.0060302727,20.070488
67.96,67.96,36,6324,708.1380910873413,739046,0.9490385130047798,-0.1943254,9.8122924e-05,0.0,0.0016285197,27.694817
71.02,71.02,25,6349,710.052743434906,741167,0.9616382271051407,-0.1943254,0.00041361258,0.0,-0.003025664,19.494514
69.1,69.1,26,6375,711.929577589035,743128,0.9449642188847065,-0.1943254,0.00027912497,0.0,-0.0034658262,23.05899
67.26,67.26,28,6403,713.8269710540771,744913,0.9627165161073208,-0.1943254,0.00017697606,0.0,-0.004805453,19.19909
76.44,76.44,24,6427,715.8756830692291,747339,0.9572971500456333,-0.1943254,0.00045637778,0.0,-0.0064645647,19.011957
69.99,69.99,27,6454,717.8295757770538,748958,0.9596878997981548,-0.1943254,0.00072703406,0.0,-0.0074190367,19.330187
73.17,73.17,24,6478,719.8174591064453,750904,0.9580876156687737,-0.1943254,0.00030817225,0.0,-0.007750095,21.028215
76.97,76.97,32,6510,721.8706386089325,753411,0.9480541795492172,-0.1943254,0.0015847253,0.0,-0.017571526,24.624157
76.85,76.85,9,6519,723.7841246128082,755016,0.8875414505600929,-0.1943254,0.0056966366,0.0,-0.021966573,40.774666
86.32,86.32,22,6541,726.1084320545197,757100,0.9125602543354034,-0.1943254,0.0036696107,0.0,-0.010877065,15.687292
90.17,90.17,24,6565,728.1877110004425,759244,0.9399897493422031,-0.1943254,0.00034076071,0.0,0.005091114,27.432909
95.34,95.34,29,6594,730.2469837665558,761804,0.9606131576001644,-0.1943254,0.00051862135,0.0,0.0031955019,22.696072
73.79,73.79,34,6628,732.2442028522491,763795,0.9444994442164898,-0.1943254,0.00049049244,0.0,0.011117456,31.588356
71.68,71.68,27,6655,734.286251783371,765683,0.9449838548898697,-0.1943254,0.00016678884,0.0,0.002447055,23.759565
65.5,65.5,25,6680,736.3057904243469,767604,0.9520642459392548,-0.1943254,0.00017234246,0.0,-0.005381411,21.26109
65.06,65.06,35,6715,738.4093203544617,769894,0.945697944611311,-0.1943254,0.00036081293,0.0,-0.005471085,28.544767
73.66,73.66,17,6732,740.4244201183319,771862,0.9500857554376125,-0.1943254,0.00025839612,0.0,-0.0014097414,23.822502
78.41,78.41,26,6758,742.4807705879211,773889,0.9541170224547386,-0.1943254,0.00020454187,0.0,-0.0011917355,22.0846
72.41,72.41,34,6792,744.5231165885925,776020,0.9342451393604279,-0.1943254,0.00020039745,0.0,-0.0010898332,32.08785
69.67,69.67,32,6824,746.6345167160034,778085,0.9440656118094921,-0.1943254,8.547862e-05,0.0,0.0020359708,32.811325
57.65,57.65,35,6859,748.718320608139,780274,0.9463584907352924,-0.1943254,0.0004426666,0.0,0.0013521612,31.26347
63.66,63.66,22,6881,750.8957934379578,781984,0.9509068354964256,-0.1943254,0.0009193199,0.0,-0.00093285623,22.722982
70.78,70.78,16,6897,752.9881796836853,783509,0.9484282806515694,-0.1943254,0.0066875117,0.0,-0.018102024,20.354513
85.18,85.18,17,6914,755.0472202301025,785747,0.8956095948815346,-0.1943254,0.0012173315,0.0,0.00076255854,46.923923
89.59,89.59,23,6937,756.9164505004883,788370,0.9388028271496296,-0.1943254,0.00046791058,0.0,0.00063575583,25.535484
101.1,101.1,22,6959,758.9149947166443,790384,0.9614985771477222,-0.1943254,0.00025683557,0.0,-0.0058324216,17.545483
96.68,96.68,26,6985,760.9789159297943,792325,0.9511665403842926,-0.1943254,0.00040705307,0.0,-0.0074065137,21.236662
66.73,66.73,42,7027,763.1062998771667,794594,0.9145035520195961,-0.1943254,0.00021391222,0.0,-0.008010058,41.45724
54.82,54.82,36,7063,765.3138961791992,796594,0.9571228586137295,-0.1943254,7.157956e-05,0.0,-0.0033486169,24.080889
57.99,57.99,23,7086,767.2772240638733,798474,0.9350559040904045,-0.1943254,0.00028231353,0.0,-0.0035998188,25.811108
66.01,66.01,25,7111,769.3920571804047,800428,0.9463271573185921,-0.1943254,0.00017044318,0.0,-0.00037498132,23.109879
69.28,69.28,27,7138,771.9920754432678,802595,0.9379056245088577,-0.1943254,0.0004025545,0.0,-0.004906213,27.83674
75.75,75.75,29,7167,774.2217910289764,804529,0.9553250595927238,-0.19432369,7.384618e-05,0.0,-0.005347608,22.34115
73.87,73.87,26,7193,776.1951901912689,806629,0.9596836566925049,-0.19432369,0.00046712713,0.0,-0.0031248182,19.10522
78.39,78.39,17,7210,778.120792388916,808266,0.9407783076167107,-0.19432369,0.0004950386,0.0,0.0043357033,19.684484
77.7,77.7,27,7237,780.2241816520691,810364,0.9647723473608494,-0.19432369,0.00015091375,0.0,-0.0045537185,17.021717
91.86,91.86,23,7260,782.7307393550873,813047,0.9061610773205757,-0.19432369,0.008647652,0.0,-0.021131607,38.10667
96.34,96.34,10,7270,784.7238781452179,814544,0.9590959139168262,-0.19432369,0.00026312078,0.0,-0.003605553,12.621759
95.65,95.65,24,7294,786.7379336357117,816815,0.945134099572897,-0.19432369,0.000247385,0.0,-0.0034027977,24.338129
93.8,93.8,27,7321,788.6572477817535,818855,0.9487316012382507,-0.19432358,0.00016558118,0.0,-0.0008988194,24.867512
85.44,85.44,25,7346,790.7118220329285,820591,0.9481750912964344,-0.19432215,0.00011003578,0.0,-0.0034523513,25.102509
76.75,76.75,28,7374,792.8308491706848,822926,0.931805208325386,-0.19432454,0.0001908913,0.0,-0.003935829,30.099634
75.82,75.82,27,7401,794.791140794754,825136,0.9599639214575291,-0.19432434,0.00018036249,0.0,-0.00321144,19.02763
72.33,72.33,37,7438,796.7439389228821,827316,0.9317959994077682,-0.19432339,0.00011944925,0.0,0.010600558,34.23966
62.15,62.15,34,7472,798.7113025188446,829139,0.9378018826246262,-0.19433212,4.2407424e-05,0.0,0.004285065,28.285175
59.17,59.17,27,7499,800.6359565258026,831051,0.959588922560215,-0.19433102,0.0012280189,0.0,-0.0051380163,18.07725
65.12,65.12,27,7526,802.6932392120361,833119,0.963192518800497,-0.19433546,0.00026416476,0.0,-0.0027400502,18.556618
71.5,71.5,16,7542,804.5945012569427,834944,0.9450298920273781,-0.19434018,0.00026387244,0.0,0.0003071577,19.525364
81.36,81.36,24,7566,806.548727273941,837269,0.947342362254858,-0.19434352,0.001372888,0.0,0.0052445997,24.099539
76.49,76.49,38,7604,808.4936735630035,839487,0.9479312747716904,-0.19434018,0.0011495131,0.0,-0.003522569,25.968739
85.8,85.8,19,7623,810.3574151992798,841696,0.9354065135121346,-0.19433542,0.00024540187,0.0,-0.00063400343,26.266602
79.0,79.0,24,7647,812.3192360401154,843630,0.9491988234221935,-0.19433837,0.00010499949,0.0,-0.0023229788,24.92038
80.49,80.49,28,7675,814.2149362564087,845738,0.9526067860424519,-0.1943417,0.00021605735,0.0,0.0026165093,23.718506
82.75,82.75,26,7701,816.1760790348053,847759,0.9524571225047112,-0.19433255,0.00012296005,0.0,-0.00078606093,22.01256
95.52,95.52,10,7711,817.994286775589,849438,0.9021868482232094,-0.19435601,0.0020163236,0.0,-0.016378863,34.337357
83.24,83.24,26,7737,819.9592881202698,851475,0.9430868625640869,-0.1943564,0.00044631452,0.0,0.0032335757,24.03471
90.87,90.87,25,7762,821.8836891651154,853947,0.9355520680546761,-0.19436888,0.00016206448,0.0,0.0017308027,30.355118
87.28,87.28,28,7790,823.7628657817841,855993,0.9368893206119537,-0.19445309,0.00034457428,0.0,0.0050170613,27.63118
70.89,70.89,38,7828,825.6895816326141,857786,0.9389489814639091,-0.19445567,0.00014967489,0.0,0.01630226,33.264835
56.7,56.7,28,7856,827.5956406593323,859611,0.9519145973026752,-0.19444576,0.0023655114,0.0,0.002632449,21.591146
69.77,69.77,17,7873,829.6101565361023,862152,0.90345249325037,-0.19442983,0.0011484646,0.0,-0.009641281,41.907703
75.24,75.24,25,7898,831.6284861564636,863939,0.9329734444618225,-0.19441362,0.0014027099,0.0,-0.002038333,22.885626
84.23,84.23,26,7924,833.6410775184631,866205,0.9388213492929935,-0.19440036,0.0003439152,0.0,0.00046877237,26.31714
86.47,86.47,26,7950,835.6005752086639,868252,0.9531371258199215,-0.19441752,0.00016374461,0.0,0.009708866,24.002974
75.8,75.8,27,7977,837.4399423599243,870391,0.9524090699851513,-0.1944251,0.0001931141,0.0,-0.00073272584,21.526817
73.26,73.26,26,8003,839.3327305316925,872022,0.9354714900255203,-0.19442992,0.002362174,0.0,0.0033648629,27.755331
66.89,66.89,31,8034,841.2787103652954,874436,0.9400882758200169,-0.1944408,0.00024856415,0.0,-0.0017044891,27.875708
57.95,57.95,36,8070,843.1928770542145,876179,0.9415357187390327,-0.19447184,2.4995417e-05,0.0,0.0017280853,30.078327
62.05,62.05,29,8099,845.0543277263641,878223,0.9486444853246212,-0.19445118,0.00029940731,0.0,-0.00026907615,23.085384
61.54,61.54,35,8134,847.0937840938568,880590,0.9422381594777107,-0.19439034,0.00039899137,0.0,0.0022836546,31.819542
68.11,68.11,17,8151,849.0133299827576,882131,0.943535640835762,-0.19439316,0.0001310409,0.0,-0.0011079623,18.426247
76.51,76.51,28,8179,850.9235949516296,884260,0.9528897069394588,-0.19441791,0.00017247771,0.0,0.0021798816,23.172997
73.86,73.86,30,8209,852.9060962200165,886120,0.9525509253144264,-0.19437203,0.0003328694,0.0,0.008463381,22.059849
69.95,69.95,26,8235,854.795156955719,888342,0.9541960805654526,-0.19438824,0.0006375939,0.0,0.009390455,22.89609
70.98,70.98,26,8261,856.7730095386505,890571,0.9565406292676926,-0.19444561,0.00014716916,0.0,0.0012177704,20.649485
70.03,70.03,37,8298,858.758927822113,892612,0.9478301592171192,-0.19442892,0.0001927742,0.0,0.00731154,28.576336
66.3,66.3,27,8325,860.7273442745209,894461,0.954031266272068,-0.19445567,0.00015607063,0.0,0.0063697034,21.553312
64.16,64.16,32,8357,862.8327648639679,896983,0.9537657015025616,-0.19450764,0.00015858148,0.0,0.009246044,26.7461
67.26,67.26,27,8384,864.754335641861,898604,0.9538475833833218,-0.19447628,6.0339604e-05,0.0,0.0070848595,20.475206
67.62,67.62,25,8409,866.7146410942078,900791,0.9520171508193016,-0.19453445,7.0386246e-05,0.0,0.0004438623,23.52553
